,label,text
7476,1,Studing 4 finals  Wish me luck See you then!!! 
7477,1,@michelleclaudia lool there you have it its..CLAUDIAAAA!! it worked 
7478,1,My Hubby!   Check this video out -- Rick @ Festival of the Bluegrass http://bit.ly/Q9QSM
7479,1,@summyghac woow your actually a fag  are you going to jordans today ?
7480,0,@haacked Followed by practically every notable major league baseball player in the past 20 years 
7481,1,"@daveyarmon @grauber Wow, you outed me.  http://holykaw.com/private/rKT8yZDZkY"
7482,0,friday nights shouldn't be so boring 
7483,0,@whitneywoowoo dang! i have 4 
7484,1,@Schofe You will get loads of people asking you to do that now!!!! 
7485,0,I wanna watch baseball.  i was invited to a party after work though. I am going to pass
7486,0,http://twitpic.com/8dj4r - I always look gay when I try dress smart 
7487,0,"@BitchNotAPerson Yes, nobody is perfect. People on LPU seem not to respect anything though LOL And always complain about something "
7488,1,@alexismercado Ang cool ng idea mo :&gt; &quot;20 going on 30&quot;  Sayang oh. Di ako naging 30 XD )
7489,1,@freyavereeken Time to upload all the photos and start over! 
7490,1,"@TonniePodRobot Oh okay  Hehe. It has a Wii version too, that's all  Enjoy! "
7491,1,Erm.. Hi everyone 
7492,1,@Jason_Manford We have ones that light up straight away; can find out what kind they are if you like? 
7493,0,is watching Mamma Mia - was much better at the cinema 
7494,1,"@suyuen Hi! Saw your tweet about geo. filtering-you might be interested in Synthesio, its only one of our filters  www.synthesio.com"
7495,1,NOTHING  --&gt; my flow so tight CHRIS BROWN should get his ass kick! )
7496,1,@diamondjasmine Get 100 followers a day using www.tweeterfollow.com Once you add everyone you are on the train or pay vip 
7497,0,school over.!.4 today  but its over ..!!..Hey tweets..Ellen says hi.!.X
7498,0,@tommilaitio Read some pages in a shop. Upset me enough not to buy. Stopped watching apocalyptic films as well after Children of Men. 
7499,1,@digtalmems aw thanks for the hug! lol hope to see you guys on Monday! 
7500,1,@uHear_mE_ROAR how u doin this fine fine day 
7501,1,@justuntlsundown just now realized you said here we go when you were taking off. had i been smart id have said &quot;we have our heading.&quot; 
7502,0,Stressing out majorly about the tests I had to take for the job.  Shit.
7503,0,Ahh back to school 
7504,0,i'm so tired. i've been out all day  and NOW i've gotta fill out my volunteer forms so i can hopefully start at the hospital. grawr.
7505,0,"@Andy_Winward Only &quot;seem&quot;, Funny? "
7506,0,ok its getting old now... where is my purse. otherwise i cant catch me train tomorrow 
7507,0,U be yellin boom boom when u really poom poom 
7508,0,is extremely hungry 
7509,1,watching grease with alex and bree 
7510,1,@eviealison yes sorry. Account fail between @Aaron_Perkins and I. 
7511,1,"@hawaiihmb Oooooh, how exciting - me too "
7512,0,Man it cancel we are not going in Toronto 
7513,0,would really appreciate more The Hills time. 
7514,0,@nikiblack You're 1st person I know to like beets...have a pile of them collecting from our CSA. Haven't found a way that I like them 
7515,0,Wishes she had gone to Bay to Breakers  ...next year for sure!
7516,1,have to clean uo a bit now. eww. what a waste of time 
7517,0,@ephram_ i haz nothing good to fap to 
7518,0,@kcofficial What did I do to get blocked? Im deeply sorry for whatever it is I did. 
7519,0,@OfficialFinch Jealous. Wanna see 'em. 
7520,0,i havnt revised like all day&amp;have a 3 hour english lit exam on mnday. wish me luck 
7521,0,"I don't think we're going to have any post today.    I like post, makes me feel like it's my birthday."
7522,1,@princessofurlyf haha. im good.   having lots of rest.  u?
7523,0,"âªâ« and its toooo lateee to regret mistakes we've maaaadeee, easierrr to walk awaaaayyyyy âªâ« ......arrghhH! i hate not being able 2 sleep "
7524,0,@th52096 Takkuuhh! i miss your fucking funniness 
7525,0,I'm just attempting to sign on via a mobile device...unfortunately it's a palm Treo 
7526,1,Spring Awaking the music is awesome.... You should hear her sing and play the piano! Maybe I'll Try to get her to post on youtube! 
7527,1,so cold!! winter has only just began and already i wish it was summer 
7528,1,that ain't stoppin me from eating my taco nachos...hahaha...gettin ready for CLUB PURGATORY tonight 
7529,1,"@londonbridgez Look @ u, blowin' up like the world trade "
7530,1,"@tommcfly yeah that is a good book. By the way, I saw you in southend last month. Fave band and my first gig... I must say... BRAVO! "
7531,0,"wow, a long-time friend has blocked me on here for defending my beliefs yesterday, that's sad... "
7532,1,ITS FRIDAY!!  atl july 10th? we better.
7533,1,If you're up and have a clear view of the eastern sky behold the moon and Jupiter! 
7534,1,"@afreshmusic you're welcome.  if you're not going to do something fun and interesting, you might as well do work."
7535,0,GONNA CLEAN MY ROOM 
7536,0,"@shaunreeves did they ever disappear? they haven't done any tours for a yearish, only 1 show, which I didn't manage to get tickets for "
7537,1,@zachward1 Thank you for making that a public announcement! I feel so much better!! 
7538,1,http://twitgoo.com/3mth  out with the old.... in with the cute 
7539,0,1 more day of school....  its so sad
7540,1,"let the sun shine in, face it with a grin, smilers never lose, and frowners never win "
7541,0,Ning networks are on &quot;maintenance&quot;. 
7542,1,"Mapumental is, well, a work of genius: http://bit.ly/103qa9 (via @tom_watson) - especially the name, which I came up with "
7543,1,"@SarahStelmok oh, no...I better twit something then "
7544,1,"Spinning class was AMAZING! Now, Handfull of almonds, smart water and SO YOU THINK YOU CAN DANCE! Perfect Night "
7545,0,When will power come 
7546,1,Wednesday morning the American Cancer Society's Plant it Pink program.  A bit of a tongue twister.  
7547,0,"my ipod is being stupid, and all i want to do is put new songs on it.  boo."
7548,1,"@Abigail_J Aaah thnx girl, you just made me smile with your lovely message "
7549,1,Am so tempted to get out my Medieval and Gregorian Chant music collection ready for an early morning wake up call... lol 
7550,1,Going shopping with why husband!  
7551,0,"Ah, up early for a bit of training at work. Thankfully being paid. It feels nice to wake up hangover free, did eat cheese patty and chips "
7552,0,@jacobstroo You don't twitter enough 
7553,0,feel about 80!  Can't do all nighters like I used to 
7554,1,@tommcfly LOOK IT YOU AND MY BFF  http://twitpic.com/6g13w
7555,0,feels that her whole body will ache again tomorrow morning  http://plurk.com/p/12fp63
7556,0,@Patti0713 Hahahaha! The plant head! It's raining here too.  It kinda sucks 
7557,0,@trvsbrkr it dont work it posted the tweet on my page but crashed and dident give me the download link 
7558,1,"went on a walk... i've been back in the house for only a little over 10 mins now, i think. i wore a skirt!  ... http://plurk.com/p/owayl"
7559,1,@DramaBeats i f u want u can follow me 
7560,0,@SassyGal07 still don't quite know...i'm going to chcecck in at school tomorrow 
7561,0,"@ethansuplee http://twitpic.com/5myv0 - Fantastic - I'm gutted to hear the show is not continuing, that is a real shame "
7562,1,@begobalbontin  jam thank you 
7563,1,All Mac notebooks with Multi-Touch trackpads now support three- and four-finger gestures in 10.6 yay! that includes me 
7564,0,@carmcarm3 We are still on the count down to green show. Poor puppy 
7565,1,@SarahMillican75 you know you tweet too much when everything is a potential twitpic.....  
7566,1,@rehabc cool cool.. new word inventor  u entered it in their dictionary?
7567,1,@danamoos Heh... the first 'o'. 
7568,1,Good morning world. I am excited to be back to work. 
7569,1,"@mattdavey2 Me neither, going 2 open another! "
7570,1,"@LaVernB Wrap, baby, wrap! I'm here for ya!.. I am doing ok! Cloudy here &amp; waiting on the oil man, but still having a decent day! "
7571,0,"just got home from dallas   i miss it already! im about 2 be like sandy on spongebob, &quot;wish i was back in texas...&quot;"
7572,0,I just dropped a tray of food on myself 
7573,1,http://twitpic.com/5ovae - Don't fall asleep when we're around 
7574,1,@croutonff5 theres always time for a movie 
7575,0,Family is over! Back still hurts 
7576,1,"My handsome man got me breakfast from Panera. He is the best, love him to death. I am very blessed, absolutely love my life. "
7577,0,Totally left the house without my camera battery 
7578,0,"@Luke Oh Luke  , why don't you answer me? pleease try it . Love your music ! Hear it the whole day, really !"
7579,0,hubby is down with bronchitis. been a good wife n nurse. but am afraid the nurse is catching the bug too 
7580,1,@Tralala_Muriel you're going with Fallon and I? Score 
7581,0,is not looking foward to finals 
7582,1,@Sweetldy1 Good Morning! 
7583,1,Suprisingly I'm the only person who isnt burning in this sun  I've taken precautions today though = suncream is on!
7584,1,"@christianjt Omg, haha. That video was sooo funny! I lover her, too! "
7585,1,Beacccchhh flow 
7586,1,@tarahocson Thanks 
7587,1,@JaeKuzco we will see! Have a great night! Drink one for me 
7588,1,"Today's dives were GR8! Blue Water Wreck was gorgeous, Cement Wreck was equally gorgeous. Watch out 4 photos "
7589,1,"colds nearly gone, yayness!! greys anatomy on tonight . . . . . .double yay! "
7590,1,I really don't know what it is about this time of day which makes me wanna come on twitter! 
7591,0,@bmthofficial I wish I could see you in Sweden but I can't! Gutted  Hope you have a nice time x
7592,0,"have just turned down two tickets to Paris on the euro star for next thursday, I used to be so impulsive "
7593,1,"@straylightrun oh man, thanks so much for that. I'll see you guys there on tuesday then. "
7594,1,@rehna_tu  write away to glory
7595,0,@TeeRibbzz aww thats not fair. i didn't know 
7596,1,well there's a thrid of a page...break time!  hahaa
7597,1,@KimOEsq i dont even know. There are rainbows and stars obviously and a fairy and some mushrooms and a tree and flowers  i was mainly  ...
7598,1,"@_Trystianity_ T-shirt? Do you want me to return that Elvis, cuz he's already on a flight to see you as we speak "
7599,0,Catching up on my emails and blogging. I'm so sorry to all my readers and followers.  You'll have new goodies to make up for my absence.
7600,0,My twitter isn't updating.  How am I to know what everyone famous is doing!?!?!?
7601,0,"still hasn't blogged about Sagada, Davao, Talipanan, Bohol, Camiguin and Cagayan de Oro. Tsk tsk tsk.  http://plurk.com/p/xac6n"
7602,0,@Troylynn been too long. miss you guys 
7603,1,@abbylatif just enjoy looking at tweety bird and not to twitt...hehehehe  
7604,0,@theisjaime 
7605,0,i was watching speak and it fuking made me cry.. fuckes me up that some one would fuck some ones life and that it happends so oftem 
7606,1,Met a girl from NJ last night who ran out onto the club terrace announcing she had peed in a urinal. 3 cheers for cross border drinking 
7607,1,I was sunbathing for 30 mins and i got a slight tan  
7608,0,@warrenwucinich not as fun as you'd think. 
7609,1,@JayMcGraw sounds like a good relaxing evening!! 
7610,0,@dreimer1217 what makes it worse is that cops do not enforce the law w/ these morons. At least they don't here. Don't even show up 
7611,1,@piccic they never have chicken feet at Ming Court! Got my shiu mai tho 
7612,0,Good news: not as sore as expected from yoga class. Bad news: have started chewing on tongue again in my sleep 
7613,1,"wants something sweet... well, anyways. "
7614,1,@heninger  ;) Did some shots in Candlelight last week: amazing!!
7615,1,Just got back from the city. Had a goodtime with the cuzzos and Jeff! 
7616,1,@Pogue big beautiful whale. . . maybe he should contact witter 
7617,0,one last stop in Chicago before going back to Miami 
7618,0,Surprise!!  Provincial office doors locked at 4:28 PM on Friday. 
7619,1,@chukaman so you can fix it then  yay!
7620,1,@Zulfiqar_RGH indeed! though i got some cool shots of some of their sharks and things. 
7621,1,(Hopefully) Going to the movies today!! 
7622,1,@unseenenergy thank you.  that was perfect.. loved dances with wolves 
7623,1,"@Wossy !!!! yay! is it good? is it fun? it comes out my birthday, and i've already got birthday money that i will use to buy it "
7624,0,parents are over for the night and i ran out of booze (for myself) 
7625,1,"@rem28 @reginagrace18 @sibyl714 i have no idea. whoever gets married first tho, must have that picture in their slideshow "
7626,0,We just got our key made!! Over a hundred dollars later!!! 
7627,0,@Isfet Yeah I'm kind of hoping enough people get the PS3 one for there to be people to play against 
7628,1,"@twilightfairy yeah, I saw sun less sky and went outside to feel rain and all I get bird shit type drizzle.Saw here &amp; there and came back "
7629,0,Crumbs! So sorry to see Rafael Nadal withdrawing from Wimbledon 
7630,1,Aha! Yes! I found some 3 ply kleenexes. 
7631,1,Planning on renting my first movie on Apple TV tonight too 
7632,0,Back from church... back to bills 
7633,0,"@revbartels and bartels, i'm sorry, i cut you out of my display pic "
7634,1,Halfway through  roast chicken and chips MmMm now we're talking any takers?   http://twitpic.com/4ecnm
7635,1,just gave a twitorial... 
7636,0,Last exam went horribly. Almost certainly a fail. Damn. 
7637,1,@TheRealJordin aw that's so sweet! I'm disabled and i have lots of friends who didn't get to go to go to prom.  you made my favorite list
7638,1,"Ooo, unexpected fruit punch fine   Awesome  http://tinyurl.com/d7a46l"
7639,0,@tgrburningbrite I've been seeing that tool 
7640,0,enjoyed the crazy magic that was bay to breakers but is hating the pain in her feet/legs 
7641,0,@screamaimdance haha yeah that's the one :] and I tried with my Flickr but I can't even remember my Yahoo ID :S  Added you on my one
7642,1,Yaaay - getting ready to go to the park with my sweet cheeks!  
7643,0,@TheEllenShow ick.... 
7644,0,I wasn't even in WeHo for 5 min and some guy smacked me in the face...I was on my cell and it few out of my hand and split. My poor nose. 
7645,1,@laurenkel pancakes!! with lemon and sugar thanks! 
7646,1,I'm enjoying a mini-vacation with my husband in La Jolla.  
7647,1,"@vitaminjeff hey man, just sayin hi, hope ya day is cool, just updated, like proper, my twitter, review, see if im cool man,... lol "
7648,0,Four Year Strong are rocking my world on this sunny day when i am stuck inside with nothing to do 
7649,1,@FitnessforGolf I understand now 
7650,0,Not feeling it tonight. 
7651,0,"@longzheng Damn, I was hoping you were going to say it was a typo and that they're giving them away daily. "
7652,0,Looks like this will be my last #squarespace 
7653,1,"@KatyinIndy  recovery, was very slow, process. Years. Now, able to get around, normally, and have had good health, 4 several years. "
7654,1,Ugghh. Don't feel so good right now. =\ Probably sickk. OH Well. Hey Muthafuckersz&lt;3 
7655,1,Game was awsome! We won 3-0 lol go Dynamo  out to eat with the Dynamo Girls! @mr_inkredible u missin out nigga! Fam first I feel ya bro...
7656,0,@annakayh your not in school 
7657,0,"The shrubbery and trees situation on the west end of our property is a freakin' disaster. Lot of deadwood, scrap, trash. "
7658,0,@sarei I hope I wake up early for that! I've missed the last 2 weeks 
7659,1,"@anniething1 No, no it isn't! LOL  Although I'm sure my dog Fred would enjoy that. "
7660,1,@aaaashleyyyy  thanks ashley&lt;3
7661,1,@gorphax84 At least I know who one of those people are 
7662,1,@kekeinaction oh ok thanx for replying girl 
7663,0,@mileycyrus why don't your tweets show up for me anymore  it makes me so sadddddd
7664,1,I'm getting mad as rabbits.  Anyway we must &quot;REINVENT LOVE.&quot;
7665,0,@sereneisflash HUH SERENE?! YOU WATCH HANNAH MONTANA ALREADY?!?!?!!?! FUCK YOU 
7666,1,@visuophile I sent you a request 
7667,1,Mr.Shawn Carter is back D.O.A is  that shit 
7668,1,"Yay! I've done my art exam... wow 10 full pages of writing... ow my hand hurts!! lol anyways 8 down, 4 to go!!!!!! "
7669,1,home for the night 
7670,1,@DivineStorm waheyy good morning! 
7671,1,Ramen Noodle is the bees knees! 
7672,0,studyingggg ;; taking exam ;; foooooooood ;; class ;; studyingggg again. o joy 
7673,1,@MonicaMadeja well if u need help im here fosho 
7674,1,@Koori_ #eveonline obviously! 
7675,0,@PaigeTJohnson I hate my biological father too 
7676,1,OAR Wednesday at 7!!! cant wait 
7677,0,"@voluptuouspanic and re: Journey, I KNOW!!! Love the song, love the recognition for a fun song but it's starting to get old... "
7678,1,"@jordanbartowski LOL! I wish you success , my friend "
7679,1,@salisburydowns Thanks for the #FollowFriday - I hope your weekend is wonderful 
7680,0,@adecembertruth awww id love to go... but i cant. 
7681,1,Us ready to relax tomorrow xoxo 
7682,0,NKOTB peeps please watch and explain to me what DDUB means by final Chapter  Cuz I think I'm gonna cry.  http://tinyurl.com/mtoclu
7683,0,"obama, why are images of rape at abu ghraib &quot;not particularly sensational&quot;?! just cuz it's no surprise that the military is cool w/ rape? "
7684,1,Good morning all you stateside folks who are just waking up! 
7685,1,@tallivansunder sounds great and healthy  good luck with your show!!!
7686,0,Everyone seems to be going on holiday  at the moment. I feel so left out 
7687,0,soooooo bored! i badly need a job!  fed up not working!  HELP!!!!!!!!!!!!!!!!!!  XXXXXX
7688,1,watchin 10 things i hate about you 
7689,0,The tile is done and it turned out great! Mom and Dad leave tomorrow morning back to Springfield. 
7690,1,@huggybabe you should probably check yourself in the mirror &amp; photo again 
7691,1,hi been away for awhile but back now - in work at the mo so will catch up with you all laters 
7692,0,"Sooo, my plane for Chicago leaves at the exact time that I had reservations for Club 33... I am going to be eaten alive "
7693,0,So no tattoo today. We got the dates mixed up 
7694,1,It's annoying when people show off their fame 'n fortune to the world. WHATEVERS! I'm 'bout to relax the night away w/ my peoples 
7695,1,"@samuhh IKAW KASI, E.  :| I slept.  OH WELLL, I'LL SEE YOU ON SATT."
7696,0,"Heey my names Becca im new on twitter, im in pitlochry high school teaching myself Re and im stuck  any help offers ? xxxxxxxxxxxxxxx"
7697,0,lost hockey 1-0  and ended up sleeping in the sickbay.  and came home and slept again. and almost missed dinner. but didn't miss Rove!
7698,0,http://bit.ly/IULNA  -- Apple Macbook Pro 17\&quot; 2009 - Screen capture failure   Any ideas why it does this from time to time??
7699,1,"I looovee the sun, hello UV 1000000 "
7700,0,Good morning!..getting ready to run some errands...but before I go I have to make sure my niece is comfortable...she's not feeling well 
7701,0,@blackenedsky omg ur into sims I can't stand those games 
7702,1,"@gooberbaby13 aww, it's great!  we all should hang out soon.  [;  @bwanalilolath @acely @allisonjones49 thank you!  "
7703,0,@markhoppus Did you die? I miss you bb 
7704,1,"@paigeholliday lawl, its fun xD. its just basically the status part of myspace and facebook ahaha. "
7705,0,@Jackie1981 No the music's gone again 
7706,0,wants it to be Tuesady now 
7707,0,"I'm in Richmond, VA, apparently... Let's hope I get home tonight. "
7708,0,@ronikayy plenty of things 
7709,0,One is not supposed to have a headache on a Friday. That's just not right. 
7710,0,a female robin just flew into my window and I watched her die in my bushes...  i think i am going to cry now...  
7711,0,Very sad day. 
7712,1,@r0ckcandy ooo dickie pics...dont mind how bad they are really 
7713,1,"Morning #spotify session. Looking forward to the prom tonight, wondering if the food will be good "
7714,0,@katielive105 It's sunny and warm out here. I'm pissed I gotta work  Get out of da hood (CV) and come kick it in Snobbyville (WC) LOL
7715,0,remember my parents 
7716,0,mmkayy TOTALLY going to bedd now. i mean it!! im only gonna get 3 hours of sleep tonight 
7717,0,man. me n the girls shulda went out. we anit even go bowling.  instead im hme. gettin lazy lol
7718,1,@awenya Hahaha yeah!! T__T I'll try to squeeze out some time in the weekend to do it. 
7719,0,"Watching Gilmore Girls, still in Pjs=D Suppose I should start doing Biology revision soon.... "
7720,0,Walter Cronkite is probably going to die soon. He'll take respectable journalism with him  And that's the way it is.
7721,0,daaaaaa! why is it monday  officially starting to load up on energy drinks!
7722,0,@EETWiz i cannot sleep...combination of travelling and coming home to an empty house 
7723,1,@markmcwilliams Majorca mate. Nice and hot 
7724,0,@Jughead_Jones I don't know what's wrong but I hope everything turns out to be ok. 
7725,0,@belleann someone took or stole my silver camera you used cuz its not in my bag anymore  im' so friggin PISSED!
7726,1,Just got my laptop!  But I have to re-install EVERYTHING back  Gonna take a while.
7727,0,taking pepto... like the boss. 
7728,1,Going to bed. Early Morning. My bf Goes out to eat and meets my family for the 1st time...SCARY!!!! 
7729,0,@KristenCampisi hi love...Twitter is being wierd with my pic right now too! 
7730,1,@machoo92 YAY okay  are you actually going to revise ? i need to cover two topics tommorow !
7731,0,really does miss her man. 
7732,0,just doesn't Feel Like Smiling Today 
7733,1,I AM THE ONE AND ONLY... NOBODY ID RATHER BE 
7734,0,is rove on tonight? i dont think it is 
7735,1,Just got back from church. The sermon was about being grateful with what you have  and don't compare yourself to other people.
7736,0,My tummy feels icky and I didn't even drink tonight 
7737,1,back to my room &quot; home sweet home &quot; 
7738,1,@jasongaunt http://twitpic.com/7gg7z - How rude 
7739,0,@tararenee7 weird that's one of mine too cuz Im kinda fluffy 
7740,0,i'm studying maths   It sucks big time
7741,0,If Rajan Rondo and Ray Allen go to Detroit Pistons..I will be really pissed!!!! 
7742,1,crayons can melt on us for all i care. &quot;i just wasted ten seconds of your life&quot;. gotta love relient k 
7743,1,O-K  now im going 2 go on youtube. cuz im bored -_- haha laterzzz 
7744,1,@angelneptustar I'm quite sure he twittered it *lol* 
7745,1,"@TraceCyrus pfft, I was gonna ask which one hurt the most, so I can avoid that area. "
7746,1,@coollike http://twitpic.com/7j985 - my sister has that clock 
7747,1,@monikaaabitch LOL...are you sure your over him? jksjks i know you are. and i really dont think it's cute...but i cant help it 
7748,1,Today is a good day. 
7749,1,the countdown has started  
7750,1,@davestagner how many debs at your company? We are 3+4 on two different techs 
7751,1,@JacobLovie Yeah! Its nice that @Schofe replies to people voluntarily. And your lucky to have the big man following you 
7752,1,Just finished hamlet from the hood with @chellez12â¦21 takes my dear but we got it 
7753,1,just watched &quot;Wanted&quot;. one crazy movie... really good! 
7754,0,Writing design feedback  and listening to Sade on a rainy morning.
7755,1,"@brampitoyo Yes, indeed it does set Gravity's Rainbow to music- nationwide collaborative effort. Site up soon with streaming. "
7756,0,I am out of green leaf lettuce. No iceberg is not a good substitute. I am not even sure why it is in my house. 
7757,0,@Desir80s we didn't find anyone. Just missed @crunchyk. No one showed up at WH. They may have went to another 1 or came later. 
7758,0,@SANDYRAHRAH i'm so sorry for your loss sandra 
7759,1,.@PreppyDude Happy National Cancer Survivors Day to you too Duane! As well to all our fellow survivors on twitter! 
7760,0,"@XChadballX i tryed to get up erlie to get a london ticket, seems they solded out now tho  haha im relly angery XD"
7761,1,"ah -- that's an old idea and  already sounds top-down, centralized, academic in it's obviousness  Google sleep tight "
7762,1,good day &lt;3. lol running through the fountains  love you all (:
7763,1,there's nothing wrong with alone time.. it's actually one of the best times in the world sometimes 
7764,0,@Sixverstein I know you don't mean it that way but it always feels little like you're having dig at me about the eucl when you say that 
7765,0,Still can't believe that a plane has just vanished whilst flying over the Atlantic. Feel so sorry for the relatives waiting for news. 
7766,1,"hold up, wait a minute, put a little love in it! "
7767,1,Haha... that message was from @lukeybear08.  Apparently he wanted to tweet on daddys account today 
7768,0,"V tired and am missing @timdeville , lion-o and betty  when did I turn into such a homebody?!"
7769,1,@JazzyTeeSings Ahahaha I look forward to it!!! 
7770,1,"#smbmsp Hey Folks - it's Concordia UNIVERSITY (not College), University  @concordiastpaul"
7771,0,is pissed and pissed off cos Ponderland isn't on @rustyrockets is not here 
7772,0,good morning! seriously sunny day! shame I'm at work 
7773,0,missing @a_fio  lmao!!
7774,1,"my last update of the day: find out ur friends NOW. last thing u want is drama. i'm on team twins.   felemishnish, alyssa â"
7775,0,feelin a little sick....think i'm gettin the tummy flu 
7776,0,just in 1 second my entire life fell down...  im so sad...
7777,1,@zbeauvais Yay! Everybody wants a recount - and it looks like it's gonna happen 
7778,0,@pnegron1 i couldnt...it was my phone that i sent the alarm in  if i threw my phone then i wouldnt get his twitter updates *sigh*
7779,1,#followfriday @VelcroShoes for the kind words  I have fans?
7780,1,"@julienrenaud Good one! I like this one more, CS save the world again http://tinyurl.com/cbfqty "
7781,0,i get to see @trent_reznor in concert for the first time tomorrow! (hopefully not the last) dont get to meet him anymore though 
7782,1,"@cre8tivkj Are we looking at the pink glove?  Is that yours? I love using my looms, so easy  But never thought a GLOVE could me be made!"
7783,0,@juneleaf me tooooo 
7784,0,think ve destroyed the bass on my headphones   damn these dnb songs!!!! lol
7785,1,"Got let out off college early today! Finished at 1, home for 1:30, tennis on at 1:32! Now this is more like it "
7786,0,"@BrettMcGuire - Not sure. I tried the Power + Home button trick and it worked, it's on again now. I hope it doesn't happen again. "
7787,0,Pissed off 
7788,0,@Seancon EXACTLY! I'm dying here. 
7789,1,@astrowebgirl  You may have to upload from your computer to twitpic.  I hope this gets solved b/c I'd love to see more pics from you.  
7790,1,Transferring some songs to my celphone 
7791,1,@IAmBeeAye i think that you will get to that point....it shouldn't be that hard especially if you got skills 
7792,0,I want salad....but I have no dressing 
7793,1,"@meganrogers ain't that the truth! even tho Ex Machina was visually richer, i think it was the soundtrack that makes Appleseed my fav "
7794,1,"@oCassieface lmao!!! Girl, last night was soooo much fun!! We have to get together this week to make jello shots! "
7795,0,Late again. Seriously. Shoot me. 
7796,1,"@SteveHealy hi Steve, thanks for following "
7797,1,"@tommcfly plp are saying that you guys will come back to brazil in october, is that true? "
7798,1,Taking a shower :X No picture for ya &gt; see ya in a bit 
7799,1,"The Horrible Slow Murder with the Extremely Inefficient Weapon, http://tinyurl.com/nv65nq "
7800,1,Why does sticky toffee pudding have to be so DAMN good?!?  &lt;3
7801,1,@kristafromsyd those pictures may or may not be the reason you were forgiven so easy. 
7802,1,"@StephenMulhern BGMT is hilarious! gonna miss it haha, have you got anything else lined up soon? dont think i can wait a wholleee yeear  x"
7803,1,"@sssshenin And I could just use like people I knew kind of, and also advertise for other actors and shit "
7804,1,started the graduation song 
7805,1,Finally in so Cal  kinda got plane sick =/
7806,1,"C'mon people, Mikey's on his way to the top  3rd row, let's go back to voting! http://bit.ly/PmvRY"
7807,1,@jpsale good luck! and dont forget the rings 
7808,0,"A Big Happy Birthday to Mr. Joss Whedon, uber-genius! Pass it on! #jossbday Also, on a sadder note, Ed McMahon passed away "
7809,0,"I hope that what I heard is not true or if it is, it will be on a later date..  crapbag."
7810,1,"I have a pile of homework &amp; studying to do, but the internet &amp; tv is more appealing "
7811,0,@joshwills what about me? 
7812,0,on train to Preston skl soon  listnin to secondhand serenade
7813,0,"@jabogan LOL, why creepy?  ok with me... bummer, school Moodle is down prob'ly due to upgrade at DET this w'end - back Tue, sorry "
7814,0,Just had an omlette! Not a fan of eggs but dads good in the kitchen and we need to go shopping so there is no food in the house 
7815,0,I'm not feeling well  http://myloc.me/4KJ2
7816,0,@moniiiicarose  me too
7817,0,The Closer made me cry. I so know how Brenda Lee feels about her kitty and the last scene was heart wrenching. Miss my Ziggy. 
7818,1,"@jishanvn mua luï¿½n MBP 15 ?i, unibody bï¿½ quï¿½ "
7819,1,@bobbysgirl52 great looking forward to the Apprentice final 
7820,0,@KCKORGEOUS wtf happened to you?!?!  today was busy busy busy and i've done more math than anyone should. still unprepared though. oh well
7821,1,listening to family force 5 
7822,0,I still feel guilty. 
7823,0,@sillywalrus  dont know...
7824,1,@JustPlainBill good night Bill. Hope no aftershocks to wake you up in the night. 
7825,0,"stressed, but only some days left in school...i don't have energy no more "
7826,0,"The neighbors were setting off fireworks last night. It took me half an hour to get the dog out from under the bed, he was so scared "
7827,1,says G'Nyt Everyone  http://plurk.com/p/y7ale
7828,0,@honorablecnote u aint tweetin ur self I'm here 
7829,0,@pmablog hah - listening to adele over here as well. stupid work keeping me up 
7830,0,"@tweetforatat Unfortunately, no!  Still have lots of packing to do... And thanks darling! "
7831,0,My grandma just died. Thank you for all of the well wishes. Papa was with her. So was her daughter and my brother.  95 good years.
7832,0,no me anda el twitterfox! 
7833,0,@Nigel_Morgan actually the turtle is called Dick. There used to be a Dom too but he died  so the answer is no!
7834,0,the orange is too hard 
7835,1,is in for a fun day 
7836,0,Bored stiil cant go no where &amp;&amp; muh boo had 2 leave me for work  at least im startin to feel better tho!
7837,1,"@ LindsayLohanFC Hi Lindsay , what about following me back? Thanx. "
7838,1,SENIOR day at the skool get to throw water ballons at the jrs lol then senior picnic so no real learnin goin on and thats whats up 
7839,1,@LabattBoo i miss my chocobo   ? http://blip.fm/~5ei99
7840,1,@hearme_roarr Hi! Follow me and let's prove to @mileycyrus that it's a necessity for her to do an asian Tour! 
7841,0,goodbye common people  I will dance like a knob everywhere in your memory
7842,1,@TraceyMmm fair enough 
7843,1,@dailybooth project!! Check out @365booth 
7844,1,@smagmueller so glad u love them. Just dm you. 
7845,0,I really need to go to the hospital. I think smoking has finally taken it's effect on me. 
7846,1,"Off to watch a little TV.....finish up dinner dishes, and turn in 4 the evening ~ see you guys bright and early in the morning!  ttfn "
7847,0,@ohsleepyhead whats wrong? 
7848,0,@thorobredprez $1600 IN 6 DAYS??.....IM DISSAPOINTED  ...NOT GONE CUT IT B
7849,0,@KellyG5 Have you tried adding yourself? I just tried to and it gave me an error. 
7850,0,"Spending as much time with the puppies as I can, since today is my last day with them "
7851,1,Kris and Lisa = Housemates 3 &amp; 4  Yeyy
7852,0,Why aren't my followers/what not appearing on my sidebar??  
7853,0,"My rabbit just died, right in my arms, while I was giving her a bath  I'll miss her..."
7854,0,"really sad that there still have not been any hurricane jackies, and there will not be until at least after 2014.  "
7855,1,"@jonrhoads Naples FL, and it was great "
